Frame_Name,Person,Camera_Angle,Frame_Number,Position,NOSE_X,NOSE_Y,NOSE_Z,NOSE_V,LEFT_EYE_INNER_X,LEFT_EYE_INNER_Y,LEFT_EYE_INNER_Z,LEFT_EYE_INNER_V,LEFT_EYE_X,LEFT_EYE_Y,LEFT_EYE_Z,LEFT_EYE_V,LEFT_EYE_OUTER_X,LEFT_EYE_OUTER_Y,LEFT_EYE_OUTER_Z,LEFT_EYE_OUTER_V,RIGHT_EYE_INNER_X,RIGHT_EYE_INNER_Y,RIGHT_EYE_INNER_Z,RIGHT_EYE_INNER_V,RIGHT_EYE_X,RIGHT_EYE_Y,RIGHT_EYE_Z,RIGHT_EYE_V,RIGHT_EYE_OUTER_X,RIGHT_EYE_OUTER_Y,RIGHT_EYE_OUTER_Z,RIGHT_EYE_OUTER_V,LEFT_EAR_X,LEFT_EAR_Y,LEFT_EAR_Z,LEFT_EAR_V,RIGHT_EAR_X,RIGHT_EAR_Y,RIGHT_EAR_Z,RIGHT_EAR_V,MOUTH_LEFT_X,MOUTH_LEFT_Y,MOUTH_LEFT_Z,MOUTH_LEFT_V,MOUTH_RIGHT_X,MOUTH_RIGHT_Y,MOUTH_RIGHT_Z,MOUTH_RIGHT_V,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,LEFT_SHOULDER_Z,LEFT_SHOULDER_V,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,RIGHT_SHOULDER_Z,RIGHT_SHOULDER_V,LEFT_ELBOW_X,LEFT_ELBOW_Y,LEFT_ELBOW_Z,LEFT_ELBOW_V,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,RIGHT_ELBOW_Z,RIGHT_ELBOW_V,LEFT_WRIST_X,LEFT_WRIST_Y,LEFT_WRIST_Z,LEFT_WRIST_V,RIGHT_WRIST_X,RIGHT_WRIST_Y,RIGHT_WRIST_Z,RIGHT_WRIST_V,LEFT_PINKY_X,LEFT_PINKY_Y,LEFT_PINKY_Z,LEFT_PINKY_V,RIGHT_PINKY_X,RIGHT_PINKY_Y,RIGHT_PINKY_Z,RIGHT_PINKY_V,LEFT_INDEX_X,LEFT_INDEX_Y,LEFT_INDEX_Z,LEFT_INDEX_V,RIGHT_INDEX_X,RIGHT_INDEX_Y,RIGHT_INDEX_Z,RIGHT_INDEX_V,LEFT_THUMB_X,LEFT_THUMB_Y,LEFT_THUMB_Z,LEFT_THUMB_V,RIGHT_THUMB_X,RIGHT_THUMB_Y,RIGHT_THUMB_Z,RIGHT_THUMB_V,LEFT_HIP_X,LEFT_HIP_Y,LEFT_HIP_Z,LEFT_HIP_V,RIGHT_HIP_X,RIGHT_HIP_Y,RIGHT_HIP_Z,RIGHT_HIP_V,LEFT_KNEE_X,LEFT_KNEE_Y,LEFT_KNEE_Z,LEFT_KNEE_V,RIGHT_KNEE_X,RIGHT_KNEE_Y,RIGHT_KNEE_Z,RIGHT_KNEE_V,LEFT_ANKLE_X,LEFT_ANKLE_Y,LEFT_ANKLE_Z,LEFT_ANKLE_V,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,RIGHT_ANKLE_Z,RIGHT_ANKLE_V,LEFT_HEEL_X,LEFT_HEEL_Y,LEFT_HEEL_Z,LEFT_HEEL_V,RIGHT_HEEL_X,RIGHT_HEEL_Y,RIGHT_HEEL_Z,RIGHT_HEEL_V,LEFT_FOOT_INDEX_X,LEFT_FOOT_INDEX_Y,LEFT_FOOT_INDEX_Z,LEFT_FOOT_INDEX_V,RIGHT_FOOT_INDEX_X,RIGHT_FOOT_INDEX_Y,RIGHT_FOOT_INDEX_Z,RIGHT_FOOT_INDEX_V,shoulder_tilt_deg,hip_tilt_deg,shoulder_rotation_deg,hip_rotation_deg,lead_arm_deg,knee_bend_deg,forward_tilt_deg
eric_DTL_1_frame0.jpg,eric_DTL_1,DTL,frame0,P1,500.6852036714554,224.35760521888733,-164.42055413126943,0.9984222650527954,502.82185846567154,215.4748826622963,-153.58584186434746,0.9977025389671326,502.5948568582535,214.7699404358864,-153.66938745975494,0.9976690411567688,502.2492118477821,213.8420180678368,-153.7304406762123,0.99784517288208,500.9848596453666,214.3200719356537,-188.63959977030757,0.9984050393104552,499.4563821554184,212.8361238837242,-188.6760654747486,0.998402774333954,497.8381429314613,211.12365102767944,-188.732893794775,0.9985563158988952,490.5039305090904,207.8358587026596,-88.40970654785633,0.9942300319671632,485.4037532806397,205.25574243068692,-244.69130071997645,0.9977498650550842,491.5541289448738,228.72233271598816,-135.44271674752235,0.9976758360862732,489.0491116642952,227.7179017066956,-181.20703729987144,0.9988013505935668,459.503268122673,244.78294813632965,36.62688683718443,0.9989474415779114,446.3746448755264,248.3843219280243,-310.2413826584816,0.999941110610962,469.6889047026634,309.09891510009766,81.6003336161375,0.2352525740861892,464.47725254297256,331.9703012704849,-337.10220062732697,0.9900387525558472,482.7842136025429,372.6400539875031,17.685045266523957,0.2024314552545547,486.4808248281479,396.18873608112335,-285.3034639656544,0.9635465145111084,488.3558477163315,387.66535770893097,16.28260799497366,0.1806357949972152,492.0421044826508,415.1897168159485,-313.467056453228,0.9465019106864928,489.7309476137161,390.6067626476288,-9.965115167200564,0.1895619183778762,494.4509187936783,415.6492692232132,-312.3048982620239,0.9418604969978333,487.0039847493172,386.6178785562515,3.165106214117259,0.1984964460134506,491.6057280898094,409.7733901739121,-282.85141372680664,0.8944501876831055,400.8063318133354,362.8022440671921,110.62129437923431,0.9975940585136414,375.9056580066681,361.2285610437393,-110.77344259619711,0.999504804611206,432.371849000454,456.8067982196808,172.77947708964348,0.6908634901046753,411.7138715982437,468.4734226465225,-195.80971652269363,0.9947388768196106,428.12534326314926,557.8555380105972,291.0177229642868,0.8560335040092468,379.1232975721359,589.0311728715897,-218.21229910850525,0.995979905128479,415.9374520778656,572.947801232338,297.8742450475693,0.778704047203064,367.58008402585983,604.6530283689499,-229.0166752338409,0.973942756652832,469.116708278656,582.7869203090668,252.747572183609,0.9205010533332824,424.9452083110809,614.5735461711884,-337.8485528230667,0.994324505329132,15.339738431289875,3.6161929477059402,87.83244567799605,83.58280646363967,177.35397363103834,159.03221182938483,29.226592509228027
eric_DTL_1_frame1.jpg,eric_DTL_1,DTL,frame1,P1,500.6853421926498,224.23606544733047,-137.83580024540424,0.9984784722328186,502.8170448541641,214.62941789627075,-125.7562586069107,0.997793674468994,502.5744596123696,213.87497800588608,-125.8594395816326,0.997747838497162,502.2062356472016,212.9218736290932,-125.9194798618555,0.997930645942688,500.992374420166,213.52812856435776,-162.65624430775642,0.9984652400016784,499.4820778369904,212.1197265386581,-162.6882080733776,0.9984535574913024,497.8834047317505,210.49350398778915,-162.7617108821869,0.9986110329627992,490.4654562473297,207.33855253458023,-55.92198017984629,0.9943971633911132,485.3947840332985,204.79717189073563,-221.551040828228,0.9978249669075012,491.6568424105644,228.69776678085327,-107.4578252583742,0.997779130935669,489.261222243309,227.71641927957532,-155.79560121893883,0.9988601803779602,459.2727688550949,244.81694769859317,67.74654325842857,0.999001443386078,447.79528361558914,247.86493337154388,-291.09356331825256,0.99994295835495,470.0677601695061,309.10952311754227,108.56079161167143,0.2338532954454422,464.03159523010254,329.48941135406494,-317.8194270133972,0.9889885187149048,482.2985582947731,372.5368616580963,34.597824051976204,0.2049806863069534,485.353954911232,396.1668654680252,-259.351258456707,0.9606043696403505,487.43617087602615,387.1498581171036,29.996881537139416,0.1835938096046447,490.0365599989891,413.5635905265808,-287.2772524654865,0.9434238076210022,488.46327090263367,390.4458519220352,3.443699391093105,0.1925399005413055,491.4696310162544,412.775247335434,-288.471443682909,0.9384915232658386,486.1333790421486,386.6679345369339,19.56431794166565,0.2006546854972839,489.06098985672,408.02601289749146,-257.5606642365456,0.8894820213317871,397.2662149071693,362.578724861145,112.15562438964844,0.9976944327354432,375.9018140435219,361.3416105508804,-112.26176625490189,0.9995247721672058,429.70881366729736,457.697717666626,184.46948847174644,0.6952469944953918,411.6520218849182,469.0931541919708,-203.68776315450668,0.9947338700294496,425.7264332175255,560.5520536899567,309.1494200825691,0.8577871322631836,379.5448521971703,589.0364480018616,-217.74375116825104,0.9960812330245972,413.3354699611664,577.5059373378754,316.570416033268,0.7833259105682373,367.39668196439743,605.155744433403,-227.4892539680004,0.9747645854949952,467.3683976531029,583.3642582893372,268.56445893645287,0.9214187860488892,423.91502618789673,614.5298434495926,-336.8180243968964,0.9945074319839478,14.87231831669864,3.314034666548423,88.16802153540718,84.5618651411412,178.6168215845572,158.94952720376568,30.07324593302885
eric_DTL_1_frame2.jpg,eric_DTL_1,DTL,frame2,P1,500.6859655380249,224.1573042869568,-150.4906377196312,0.9985367059707642,502.8191919326782,214.08956414461136,-136.78997388482094,0.9978840351104736,502.5735938549042,213.30037385225296,-136.92556881904602,0.9978286623954772,502.1976127028465,212.3139052391052,-137.00353893637657,0.998020589351654,500.9925129413605,213.04866927862167,-176.65457287430763,0.9985210299491882,499.4811774492264,211.67686587572095,-176.6728749871254,0.9984973073005676,497.8756129145622,210.08034962415692,-176.74868071079254,0.998656690120697,490.3253766894341,206.73127722740173,-63.37594850361347,0.9945887327194214,485.20965045690536,204.4768906235695,-237.3601877093315,0.9978700876235962,491.70490926504135,228.6814985871315,-116.00212420523168,0.9978825449943542,489.3246995806694,227.7162845134735,-169.0287560224533,0.9989156126976012,459.35861736536026,244.9118422865868,63.640922233462334,0.9990594983100892,447.6220628619194,247.22533345222476,-300.69796496629715,0.9999432563781738,471.0926092267037,309.2287526130676,98.37318110466003,0.241999939084053,461.4985620379448,329.00421488285065,-337.1626651287079,0.987867832183838,481.9248281121254,373.859148144722,14.291746757924557,0.2180164456367492,482.41110676527023,396.2764495611191,-295.8053617477417,0.9583986401557922,487.529430270195,390.9013228416443,7.55127892177552,0.1953063905239105,487.5879554748535,413.1575595140457,-328.1341999769211,0.9413368105888368,488.4764304161072,395.379523396492,-21.186810199171305,0.2046008855104446,489.0994641184807,412.59897327423096,-329.7153155207634,0.9361859560012816,485.7737780213356,388.91252171993256,-1.6346696773543954,0.2114801257848739,486.5429169535637,407.6932946443558,-294.8134114742279,0.8857026100158691,395.8576967716217,361.9624202251434,112.52845418453217,0.9977585673332214,375.18323534727097,361.3592071533203,-112.63069148361684,0.9995301365852356,429.0531235933304,458.0581592321396,182.5444074869156,0.6987916231155396,410.9171669483185,469.491561293602,-206.0249100625515,0.9946516752243042,425.1009407639504,561.5088930130005,305.27501690387726,0.8586005568504333,379.8276432156563,588.9954791069031,-213.88979718089104,0.9961333870887756,412.4560335278511,579.1896280050278,312.50623881816864,0.7863675951957703,367.2443086504936,605.3813043832779,-222.3199546635151,0.9752560257911682,467.3862322568893,583.0789006948471,265.0012436211109,0.9214298129081726,423.5870426297188,614.4147146940231,-332.5506019592285,0.9945952892303468,11.151092981115486,1.6712290712563345,88.15495241908035,84.75372392475106,179.17514413493652,158.75514207102216,30.456134166479515
eric_DTL_1_frame3.jpg,eric_DTL_1,DTL,frame3,P1,500.68513441085815,223.51123559474945,-151.8489072918892,0.9986013174057008,502.77676981687546,213.0390623807907,-139.4357286989689,0.9979884028434752,502.503363609314,212.24892872571945,-139.54457172751427,0.9979273080825806,502.0869342684746,211.25495171546936,-139.6103519797325,0.9981257915496826,500.91940838098526,212.057657122612,-177.0903086066246,0.9985836744308472,499.3778752684593,210.7172734737396,-177.12140661478043,0.9985478520393372,497.6926610469818,209.11453872919083,-177.1932298541069,0.9987056851387024,489.8410373330116,205.6034004688263,-69.53279137611389,0.9948301911354064,484.63534158468246,203.5519716143608,-238.32304853200912,0.997907817363739,491.7133244276047,228.18771559000012,-120.0427614748478,0.997995138168335,489.32695055007935,227.2842243909836,-169.83217895030975,0.9989694356918336,460.0259432196617,244.9180992841721,56.06353152543306,0.9991242289543152,445.44949644804,245.5954722166061,-301.8867538571358,0.9999428987503052,472.1638628840447,309.24663800001144,95.39152105152608,0.2597391009330749,458.58795469999313,326.1083993911743,-337.5099723935127,0.9868043661117554,481.7741863131523,375.7127211093903,15.000677669420838,0.2443764060735702,479.3419272899628,393.94457244873047,-301.70501405000687,0.9567548036575316,487.5852543115616,393.9792265892029,8.899282233789563,0.2182676643133163,485.2429301738739,411.5789093971253,-334.38251012563705,0.9399320483207704,488.4982821345329,398.0659123659134,-19.67470201849937,0.2280748784542083,486.6163331866264,410.7131334543228,-337.45362889766693,0.9346792101860046,485.69911509752274,391.3706169128418,-0.630018335999921,0.2330165803432464,484.21666127443314,405.0616207122803,-301.2840827703476,0.8831700682640076,395.66920405626297,361.5593540668488,112.50667172670364,0.9978413581848145,373.95527958869934,361.3468086719513,-112.60942848026752,0.9995412826538086,428.954704284668,458.0760253667832,181.9446280300617,0.7034289836883545,410.3658525943756,469.49306297302246,-219.8001848757267,0.9946034550666808,424.8341835737229,562.5452443361282,302.0938430428505,0.8591578602790833,379.8757100701332,589.3407113552094,-236.69762352108955,0.9962120652198792,412.07956755161285,580.3235499858856,309.0843843817711,0.7889060378074646,366.9581931233406,606.3425717353821,-245.9847250580788,0.975742518901825,466.09105908870697,583.4155464172363,257.7474946975708,0.9211572408676147,423.0872927904129,614.4138290882111,-358.3874366283417,0.9947140216827391,2.66064218668045,0.5608182521591516,87.66809044391817,84.49049064142812,177.5420643774279,158.7136160179976,30.309499187559624
eric_DTL_1_frame4.jpg,eric_DTL_1,DTL,frame4,P1,500.6291025876999,222.37816071510315,-164.32675796747208,0.9986634850502014,502.6165700554848,211.7965959310532,-151.79294472932816,0.998081624507904,502.3290693163872,211.04885584115985,-151.92121535539627,0.9980196356773376,501.8941820263863,210.08980250358584,-152.00623273849487,0.998224139213562,500.60562324523926,210.7516003251076,-189.7614136636257,0.9986343383789062,498.941498875618,209.3782374858856,-189.77971577644348,0.9985858201980592,497.0616277456284,207.71724528074265,-189.84596353769305,0.998736560344696,489.4514118432999,204.68824237585068,-74.8054621219635,0.9950696229934692,483.73384565114975,202.4643321633339,-247.3034295141697,0.9979003071784972,491.65566498041153,227.1281459927559,-130.58430229127407,0.9981072545051576,489.12612944841385,226.2453702688217,-180.8611152470112,0.9990154504776,462.1298723816872,244.6446396112442,46.55562720447779,0.9991964101791382,439.1466089487076,245.1378257870674,-302.0289458632469,0.9999412894248962,475.2296832203865,308.1323918700218,93.73079910874368,0.298068642616272,453.8457854986191,326.10196912288666,-339.7476091384888,0.9861626625061036,481.7722816467285,375.57618379592896,15.298349976539612,0.296457439661026,477.47164875268936,391.7701791524887,-317.5558211803436,0.9571287631988524,487.7157759070397,393.9664045572281,9.072607960551975,0.2662054598331451,483.2926210165024,410.05932533741,-352.38666385412216,0.940865993499756,488.4968276619911,398.04619801044464,-20.396525140851736,0.2763406634330749,485.1139323115349,409.18754267692566,-357.4459080696106,0.9356892704963684,485.579432785511,391.2587225437164,-0.1772944807307794,0.2783201038837433,482.38911652565,401.4486570358277,-318.15025025606155,0.8844470381736755,395.8839119076729,361.177773475647,111.5434992313385,0.9979509711265564,371.72211015224457,361.3468086719513,-111.65351969003676,0.99955415725708,430.6658219695091,456.49379432201385,160.61219093203545,0.710654079914093,409.206707239151,469.4212518930435,-241.8206567466259,0.9945165514945984,424.88768738508224,562.6688055992126,272.2016618847847,0.8600265383720398,379.87439411878586,589.6792052984238,-268.3493701517582,0.9962679147720336,412.1077219843864,580.3747611045837,278.6893539726734,0.7921480536460876,366.81191474199295,606.6366698741913,-278.5184015035629,0.9760988354682922,466.04229962825775,583.6544289588928,225.9745420217514,0.9209816455841064,422.5918717384338,614.4993478059769,-394.8557729721069,0.994803547859192,1.2292923699428076,0.40083291113218444,86.22777118104898,83.82160532096078,173.88225238244635,156.83738124175125,29.86998439973383
eric_DTL_1_frame5.jpg,eric_DTL_1,DTL,frame5,P1,499.3756242990494,221.5850429534912,-202.2121661305428,0.9986941814422609,501.70503133535385,211.35943394899368,-189.97212171554563,0.9981123208999634,501.5156382322312,210.65689826011655,-190.09888592362404,0.998049259185791,501.1718286275864,209.7412396073341,-190.1983268260956,0.9982721209526062,499.2648766040802,210.1550485491753,-226.5044548511505,0.9986404180526732,497.3344452381134,208.6587020158768,-226.532262980938,0.9985765814781188,495.1902756690979,206.89251524209976,-226.5913769006729,0.9987224340438844,488.77702140808105,204.10189431905744,-111.2399646639824,0.9951919317245485,481.4939233064652,201.35041332244876,-275.9550494849682,0.997811198234558,490.6030770540237,226.3410156965256,-167.90983375906944,0.9981924891471864,487.38748067617416,225.2495642900467,-215.8589971661568,0.9990445375442504,464.36709356307983,244.4024264216423,11.238319739699364,0.9992607235908508,431.4258877635002,245.06699657440183,-319.35375702381134,0.9999392032623292,477.7547514438629,307.9584280848503,65.1907406449318,0.3422616124153137,451.56520718336105,326.3685749769211,-353.7927924990654,0.9861762523651124,481.6113892793656,375.20738673210144,-13.243590427562594,0.3442090451717376,476.92403984069824,391.3872894048691,-345.6519711613655,0.9585688710212708,487.1920965313912,393.522523522377,-23.56593119353056,0.3088077902793884,481.9407234191895,409.8367302417755,-383.9126678705216,0.942948877811432,487.1394238471985,397.4725564718247,-53.71991740912199,0.3190704882144928,484.2531269788742,409.1061824560165,-390.4048099517822,0.9379405379295348,484.2027745246887,390.82566130161285,-28.52458954229951,0.3189840018749237,481.99758636951447,401.87575006484985,-347.2793527841568,0.887789785861969,397.9569508433342,360.6140661239624,107.41847658157349,0.9980507493019104,370.0808764100075,361.11558854579926,-107.51533752679823,0.9995622634887696,432.87360739707947,455.103200674057,132.9689013659954,0.719552218914032,406.7888544201851,469.369347691536,-241.85925221443176,0.9942581653594972,424.9537273645401,562.6792018413544,241.0256662964821,0.861271858215332,379.84734785556793,589.6768950223923,-264.6743162870407,0.9962462186813354,412.14668107032776,580.3935513496399,247.09015882015228,0.7959945201873779,366.78943967819214,606.6336665153503,-274.865753442049,0.9758894443511964,466.55718290805817,583.9212658405304,189.1653396487236,0.9209505319595336,421.5296219587326,614.4993863105774,-395.2929112315178,0.9947887659072876,1.1557530877719404,1.0307053252402658,84.30965630463342,82.61021213845704,171.38715474224455,155.50857922739485,28.813071489111433
eric_DTL_1_frame6.jpg,eric_DTL_1,DTL,frame6,P1,498.1366561055184,221.05920487642288,-203.42762035131452,0.9987561702728271,500.7714677453041,211.04415827989575,-191.14626199007037,0.9981642961502076,500.65763795375824,210.3989366889,-191.26017835736275,0.9981036186218262,500.3970103263855,209.54301792383197,-191.3577492237091,0.9983386397361756,498.0768495798111,209.69969314336777,-227.001139909029,0.9986724853515624,495.97981184720993,208.12219816446304,-227.0230955183506,0.9985982179641724,493.6913724541664,206.27703845500943,-227.07408863306048,0.9987331628799438,488.2723194360733,203.9061754345894,-112.69210831820963,0.9953535795211792,479.1611917614937,200.1666471362114,-274.1299461722374,0.9977617859840392,489.48978221416473,225.9609752893448,-169.17671397328377,0.9982986450195312,485.8781883716583,224.6845670342445,-216.22245946526527,0.9990886449813844,466.4002383947373,244.83652728796005,8.200634897686541,0.9993255138397216,425.0062961578369,244.54452764987943,-317.3603677749634,0.9999395608901978,480.40670508146286,308.0464688539505,68.29533392935991,0.3946234881877899,440.9653576016426,325.3271025419235,-351.7545916438103,0.986495852470398,482.1025854349136,375.4299048185349,-8.760623059235513,0.3996941149234772,475.2287828326225,388.5416069030762,-353.68852066993713,0.9607145190238952,487.4581611156464,395.5296143293381,-18.601874846965075,0.3618497252464294,479.6343455314636,408.09297239780426,-393.01756209135056,0.9458070397377014,486.990790605545,397.46485555171967,-49.338176026940346,0.372042566537857,483.03562957048416,407.85204911232,-398.7208606004715,0.9410406351089478,484.1651660203934,390.6568186283112,-24.0357431396842,0.3700832724571228,481.0596593618393,400.54707181453705,-355.0524696111679,0.8924813270568848,399.4234400987625,360.6214975118637,104.43574298918249,0.9981329441070556,369.0830043554306,360.7007784843445,-104.55300983786584,0.9995684623718262,434.6124293208122,454.39821994304657,132.18552938103676,0.7249857187271118,402.56800973415375,469.3868287801743,-241.83540925383568,0.9939303994178772,424.9736051559448,562.6548284292221,238.16385304927823,0.86050945520401,379.73033207654953,589.6894475221634,-264.98794558644295,0.996163249015808,412.2561128139496,580.2800397872925,244.07077771425247,0.7977536916732788,366.7332000732422,606.6228467226028,-275.2549114227295,0.975522756576538,466.9759324789047,584.0024335384369,185.9525829553604,0.9193767309188844,420.6383419632912,614.5015810728073,-397.37658166885376,0.9946826100349426,0.40416709494343195,0.14971620113307468,82.75392246953221,81.73966020762138,168.94760345853396,154.3437694515763,27.91804350565961
eric_DTL_1_frame7.jpg,eric_DTL_1,DTL,frame7,P2,496.4766527414322,220.74446827173236,-230.57050210237503,0.9988113045692444,499.5328804850578,210.96853524446487,-217.27932423353195,0.9981901049613952,499.4715155959129,210.3360201716423,-217.39005461335185,0.9981284141540528,499.2610672712326,209.4904398918152,-217.49548655748367,0.9983752369880676,496.6482112407684,209.58029037714005,-251.10813921689987,0.998687505722046,494.4374476075173,207.95612782239917,-251.1448992788792,0.998607337474823,492.0831067562103,206.0786627531052,-251.1928795576096,0.9987344741821288,487.38270169496536,203.5275211930275,-130.9895027577877,0.995448887348175,477.4921152591705,199.470618724823,-283.6202756166458,0.9977338910102844,487.8314064741135,225.7077497839928,-193.4331430196762,0.9983962178230286,484.1241291165352,224.23521834611893,-237.86772936582565,0.9991334676742554,469.2714364528656,245.0832840204239,-6.156180568039417,0.9993850588798524,418.2678633928299,240.39719712734225,-317.0558981895447,0.9999416470527648,482.4569226503372,308.0680506825447,54.14549780637026,0.4446565508842468,431.0465821027756,321.19190096855164,-349.8546003103256,0.9869780540466307,482.0999189019203,373.985250711441,-28.924595464020967,0.4491181075572967,473.38097935914993,385.050009727478,-362.3653843998909,0.9627739191055298,486.77902632951736,395.0840005874634,-43.12151797115803,0.4086008071899414,476.7302140593529,405.9684425592423,-403.63496923446655,0.9485269784927368,484.88911241292953,397.4330892562866,-73.43182535469532,0.418663740158081,480.92605566978455,405.82944095134735,-411.0668044686317,0.9440479278564452,482.5762240290642,389.61931216716766,-43.95772713422775,0.415082722902298,479.610866189003,398.7522183656693,-364.625565469265,0.8973718881607056,403.32551288604736,360.4506911039352,100.55070830881596,0.998185932636261,368.9264407753944,359.39466392993927,-100.62172639369965,0.9995679259300232,437.6618348956108,452.83450961112976,111.88382849097252,0.7310287356376648,401.2536513805389,469.01279509067535,-242.7877944111824,0.9934240579605104,425.21362775564194,562.5789358615875,209.6118644475937,0.8573321104049683,379.7283235192299,589.647092461586,-265.1339469254017,0.9959201216697692,412.7162455916405,580.1118901968002,214.65426102280617,0.7986716628074646,366.8305458426476,606.5623174905777,-275.15737518668175,0.9745038151741028,467.0021476149559,584.1371611356735,155.48621413111687,0.915703535079956,420.0835992097855,614.0847687721252,-395.85139405727386,0.994314432144165,5.249461844164789,1.7583876334969908,80.68352622405139,80.29666880059536,167.86591373001264,153.1400473203382,26.193215561199995
eric_DTL_1_frame8.jpg,eric_DTL_1,DTL,frame8,P2,493.8783414363861,220.55541068315503,-264.66962388157845,0.9988747239112854,497.49336367845535,210.98940473794937,-250.24697026610372,0.9982150793075562,497.49983954429626,210.3596042394638,-250.3535623252392,0.998148500919342,497.36706697940826,209.51336938142776,-250.4562584757805,0.9984026551246644,494.510413646698,209.5959232449532,-282.3280287086964,0.998709201812744,492.28926092386246,207.9569171667099,-282.37978368997574,0.9986264109611512,489.9981896281242,206.0616244673729,-282.4334087073803,0.9987432360649108,486.12801134586334,203.175011575222,-154.66017761826515,0.9954982399940492,475.7684267759323,198.87581890821457,-299.43444389104843,0.9977622628211976,485.279569029808,225.50225073099136,-223.90593576431277,0.998493194580078,481.64913630485535,223.8676534295082,-266.17401599884033,0.999183177947998,472.13636642694473,245.02845346927643,-24.470126125961546,0.9994396567344666,412.046945810318,236.90380948781967,-320.5101319551468,0.9999442100524902,483.0441139936447,308.0154148936272,36.52200032025576,0.4927246272563934,423.5949729681015,317.7260441184044,-350.207067489624,0.98768550157547,482.1227748990059,371.3387140035629,-47.71589371562004,0.4974300861358642,469.0487636327744,378.453786611557,-370.46101319789886,0.9653208255767822,486.0120344758034,393.3897981643677,-64.07953660935163,0.4557465016841888,472.68615704774857,401.48916387557983,-413.5009335279465,0.9517720937728882,482.5982835292816,394.4610731601715,-95.83451183140278,0.4653676748275757,478.1546967625618,400.6327060461044,-421.5083243250847,0.9476020932197572,480.65330743789673,386.7718199491501,-63.22576555609703,0.460753470659256,477.28779649734497,393.30720579624176,-373.11023104190826,0.9035422205924988,406.6212784051895,360.0058089494705,95.75113938748837,0.9982401728630066,368.6282739043236,356.88605070114136,-95.75459375977516,0.9995688199996948,440.8237889409065,451.6126816272736,106.36439089477062,0.7431347966194153,394.9782603383064,469.0005506277085,-239.4424383044243,0.9930956959724426,425.5620085597038,562.3119449615479,211.14673122763637,0.8579447269439697,379.5427397489548,589.5904521942139,-241.5395972430706,0.9957845211029052,413.9582612514496,579.5729798078537,216.45091554522517,0.8036824464797974,366.8319656848908,606.472332239151,-250.2752285897732,0.9738428592681884,467.9742893576622,584.1355439424515,151.27433869242668,0.9142645001411438,419.7922891378402,613.7507413625717,-393.9847170710564,0.994048833847046,7.700220576953727,4.69425489402074,78.5261325048439,78.77874078086786,169.34167941118807,151.67657155947583,24.873741839142635
eric_DTL_1_frame9.jpg,eric_DTL_1,DTL,frame9,P2,490.5525514483452,220.2007833123207,-267.52106535434723,0.9989523887634276,495.2085258364677,210.89241164922717,-251.089040607214,0.998285710811615,495.48141258955,210.3340756893158,-251.1831830739975,0.9982191324234008,495.6372835636139,209.53660690784452,-251.25621837377548,0.998463213443756,491.5899713039398,209.2081819176674,-280.93509420752525,0.9987595081329346,489.2458810210228,207.40807259082797,-280.98977544903755,0.998679220676422,486.8492912054062,205.3087247610092,-281.05236971378326,0.9987838864326476,485.6081066727638,203.2117449641228,-145.7220802307129,0.9956457018852234,473.1087159514427,197.53913170099256,-284.77377623319626,0.9978607892990112,482.4771813750267,225.38525450229645,-223.171080827713,0.9985978603363036,478.34751826524734,223.37698930501935,-262.4864259660244,0.9992403984069824,474.52533757686615,245.00958621501923,-11.563950601965187,0.9994902610778807,409.1787605881691,233.21504950523376,-296.1633005142212,0.9999476671218872,483.2300786972046,307.1886633634567,42.06580898910761,0.5381115674972534,417.44889146089554,313.74694019556046,-314.06612598896027,0.988528847694397,480.242211163044,364.8139169216156,-67.20163550972939,0.5433744788169861,460.5780194401741,371.1163499355316,-353.3288157582283,0.968195915222168,481.7244572043419,385.1203191280365,-89.04383060336113,0.5022211670875549,466.3868018388748,393.9078005552292,-388.4447350502014,0.9555348753929138,478.4095064997673,384.9451617002487,-120.0142174512148,0.5112404227256775,473.19549947977066,390.5539343357086,-394.3175142407417,0.9517225027084352,476.7675108909607,377.5916686058045,-82.82372683286667,0.5061052441596985,472.4800375103951,383.6175230741501,-352.2312430739403,0.9109119772911072,408.7979311943054,359.9654561281204,93.66153851151466,0.9983074069023132,368.2629935145378,355.23686015605927,-93.6234278678894,0.9995688199996948,442.8335236907005,451.86515629291534,92.38078886270524,0.7568255662918091,392.8406012654305,468.9560393095017,-215.5419394671917,0.9930055141448976,425.5775921940804,562.2389017343521,191.93912267684937,0.8613753914833069,379.3525501489639,588.6893290281296,-199.47032955288887,0.9956688284873962,414.4123337268829,578.9597940444946,196.25795379281044,0.8122291564941406,366.9042737483978,605.8846365213394,-206.63324320316315,0.9733035564422609,467.99250489473343,584.3120105266571,126.20082506537436,0.9149773716926576,418.8696340918541,612.5321092605591,-339.4417889714241,0.9937891960144044,10.231278207662864,6.653755553785337,77.06851346635091,77.78758082982768,169.06256119088985,150.79185071681044,24.228392171977703
